Elevation,avg_hillshade,Soil_Type,Area,Forest_Cover
2752.0,184.66666666666666,Soil_Type30,Rawah,Aspen
2804.0,201.0,Soil_Type30,Rawah,Lodgepole Pine
3085.0,209.0,Soil_Type22,Rawah,Spruce/Fir
2694.0,181.66666666666666,Soil_Type10,Comanche Peak,Lodgepole Pine
2998.0,119.0,Soil_Type32,Comanche Peak,Spruce/Fir
3357.0,201.66666666666666,Soil_Type22,Rawah,Spruce/Fir
2932.0,184.0,Soil_Type29,Rawah,Lodgepole Pine
3249.0,201.0,Soil_Type29,Rawah,Lodgepole Pine
3163.0,191.5,Soil_Type29,Rawah,Spruce/Fir
3012.0,228.0,Soil_Type29,Rawah,Lodgepole Pine
3243.0,206.0,Soil_Type29,Rawah,Lodgepole Pine
2366.0,183.0,Soil_Type10,Cache la Poudre,Douglas-fir
3119.0,218.0,Soil_Type30,Rawah,Lodgepole Pine
2994.0,236.0,Soil_Type12,Rawah,Lodgepole Pine
3175.0,182.0,Soil_Type29,Rawah,Lodgepole Pine
2229.0,190.66666666666666,Soil_Type14,Cache la Poudre,Cottonwood/Willow
3300.0,218.0,Soil_Type32,Comanche Peak,Lodgepole Pine
2763.0,198.0,Soil_Type23,Rawah,Lodgepole Pine
3277.0,203.33333333333334,Soil_Type38,Rawah,Krummholz
2849.0,189.66666666666666,Soil_Type26,Comanche Peak,Lodgepole Pine
3041.0,184.5,Soil_Type12,Rawah,Lodgepole Pine
2920.0,213.0,Soil_Type33,Comanche Peak,Lodgepole Pine
1919.0,132.0,Soil_Type5,Cache la Poudre,Douglas-fir
2669.0,170.5,Soil_Type11,Comanche Peak,Lodgepole Pine
3176.0,210.5,Soil_Type29,Rawah,Spruce/Fir
2722.0,181.33333333333334,Soil_Type11,Comanche Peak,Lodgepole Pine
2253.0,190.66666666666666,Soil_Type10,Cache la Poudre,Ponderosa Pine
2946.0,182.5,Soil_Type32,Comanche Peak,Lodgepole Pine
2959.0,189.66666666666666,Soil_Type12,Rawah,Lodgepole Pine
2999.0,200.0,Soil_Type29,Rawah,Lodgepole Pine
2563.0,232.0,Soil_Type2,Comanche Peak,Ponderosa Pine
2999.0,208.33333333333334,Soil_Type32,Comanche Peak,Lodgepole Pine
3215.0,172.0,Soil_Type29,Rawah,Spruce/Fir
3226.0,180.33333333333334,Soil_Type22,Comanche Peak,Spruce/Fir
3205.0,224.0,Soil_Type23,Comanche Peak,Lodgepole Pine
2741.0,142.0,Soil_Type30,Rawah,Aspen
3171.0,190.5,Soil_Type31,Comanche Peak,Lodgepole Pine
2530.0,197.0,Soil_Type10,Comanche Peak,Douglas-fir
2928.0,156.5,Soil_Type27,Comanche Peak,Spruce/Fir
3018.0,217.5,Soil_Type29,Rawah,Lodgepole Pine
3056.0,187.0,Soil_Type24,Neota,Spruce/Fir
2766.0,202.33333333333334,Soil_Type12,Rawah,Lodgepole Pine
2930.0,181.0,Soil_Type30,Rawah,Spruce/Fir
2922.0,238.5,Soil_Type30,Rawah,Lodgepole Pine
2988.0,191.33333333333334,Soil_Type20,Rawah,Spruce/Fir
2968.0,221.5,Soil_Type29,Rawah,Lodgepole Pine
2727.0,169.0,Soil_Type30,Rawah,Aspen
3454.0,234.0,Soil_Type40,Rawah,Spruce/Fir
2859.0,188.0,Soil_Type20,Rawah,Lodgepole Pine
3002.0,195.0,Soil_Type32,Comanche Peak,Lodgepole Pine
2880.0,166.5,Soil_Type33,Comanche Peak,Lodgepole Pine
3048.0,177.0,Soil_Type24,Comanche Peak,Spruce/Fir
2181.0,183.0,Soil_Type2,Cache la Poudre,Ponderosa Pine
2420.0,155.0,Soil_Type10,Cache la Poudre,Douglas-fir
2886.0,202.0,Soil_Type30,Rawah,Lodgepole Pine
3149.0,170.0,Soil_Type13,Comanche Peak,Spruce/Fir
3028.0,176.0,Soil_Type32,Comanche Peak,Lodgepole Pine
2935.0,202.66666666666666,Soil_Type34,Comanche Peak,Lodgepole Pine
6704.0,192.66666666666666,Soil_Type38,Rawah,Spruce/Fir
2438.0,194.0,Soil_Type10,Comanche Peak,Douglas-fir
3069.0,227.5,Soil_Type23,Comanche Peak,Lodgepole Pine
3277.0,211.0,Soil_Type39,Comanche Peak,Krummholz
3183.0,200.33333333333334,Soil_Type23,Rawah,Lodgepole Pine
2546.0,217.0,Soil_Type3,Comanche Peak,Lodgepole Pine
2865.0,205.0,Soil_Type23,Rawah,Lodgepole Pine
2852.0,211.0,Soil_Type20,Rawah,Spruce/Fir
3064.0,205.0,Soil_Type33,Comanche Peak,Lodgepole Pine
2609.0,214.5,Soil_Type10,Comanche Peak,Douglas-fir
2942.0,186.0,Soil_Type20,Rawah,Spruce/Fir
2836.0,211.33333333333334,Soil_Type23,Comanche Peak,Spruce/Fir
2971.0,234.0,Soil_Type22,Comanche Peak,Spruce/Fir
2209.0,199.33333333333334,Soil_Type2,Cache la Poudre,Ponderosa Pine
2801.0,190.33333333333334,Soil_Type11,Comanche Peak,Lodgepole Pine
3045.0,233.0,Soil_Type23,Rawah,Spruce/Fir
2919.0,201.0,Soil_Type23,Rawah,Lodgepole Pine
6704.0,177.5,Soil_Type4,Comanche Peak,Ponderosa Pine
3060.0,210.33333333333334,Soil_Type33,Comanche Peak,Lodgepole Pine
2813.0,103.5,Soil_Type30,Rawah,Lodgepole Pine
2662.0,236.0,Soil_Type29,Rawah,Lodgepole Pine
3110.0,206.0,Soil_Type23,Comanche Peak,Spruce/Fir
3183.0,199.33333333333334,Soil_Type29,Rawah,Spruce/Fir
3126.0,196.5,Soil_Type29,Rawah,Lodgepole Pine
2991.0,177.5,Soil_Type29,Rawah,Lodgepole Pine
2545.0,180.0,Soil_Type10,Comanche Peak,Lodgepole Pine
3021.0,187.66666666666666,Soil_Type33,Comanche Peak,Spruce/Fir
3056.0,225.0,Soil_Type22,Rawah,Spruce/Fir
2151.0,231.5,Soil_Type3,Cache la Poudre,Cottonwood/Willow
3014.0,188.5,Soil_Type32,Comanche Peak,Lodgepole Pine
3013.0,238.0,Soil_Type33,Comanche Peak,Lodgepole Pine
2837.0,253.0,Soil_Type4,Comanche Peak,Lodgepole Pine
3100.0,207.0,Soil_Type24,Rawah,Spruce/Fir
2185.0,232.0,Soil_Type1,Cache la Poudre,Ponderosa Pine
2962.0,238.0,Soil_Type29,Rawah,Lodgepole Pine
2640.0,205.66666666666666,Soil_Type2,Comanche Peak,Ponderosa Pine
3115.0,183.0,Soil_Type23,Rawah,Spruce/Fir
3103.0,175.66666666666666,Soil_Type29,Rawah,Spruce/Fir
2766.0,232.5,Soil_Type11,Comanche Peak,Lodgepole Pine
2505.0,203.66666666666666,Soil_Type6,Cache la Poudre,Douglas-fir
3291.0,233.0,Soil_Type38,Rawah,Krummholz
2670.0,183.5,Soil_Type30,Rawah,Lodgepole Pine
3333.0,189.0,Soil_Type32,Comanche Peak,Lodgepole Pine
3304.0,193.0,Soil_Type39,Rawah,Spruce/Fir
3137.0,210.0,Soil_Type33,Comanche Peak,Lodgepole Pine
2659.0,200.33333333333334,Soil_Type29,Rawah,Lodgepole Pine
3279.0,191.0,Soil_Type39,Rawah,Spruce/Fir
3309.0,187.0,Soil_Type32,Comanche Peak,Lodgepole Pine
2916.0,202.0,Soil_Type16,Rawah,Spruce/Fir
6704.0,185.5,Soil_Type38,Rawah,Krummholz
3021.0,206.0,Soil_Type13,Comanche Peak,Lodgepole Pine
2976.0,221.0,Soil_Type33,Comanche Peak,Spruce/Fir
2902.0,227.5,Soil_Type23,Comanche Peak,Lodgepole Pine
2714.0,231.0,Soil_Type4,Comanche Peak,Douglas-fir
3249.0,196.66666666666666,Soil_Type23,Neota,Spruce/Fir
2877.0,231.0,Soil_Type16,Rawah,Spruce/Fir
2966.0,192.33333333333334,Soil_Type4,Comanche Peak,Krummholz
3013.0,245.0,Soil_Type23,Comanche Peak,Spruce/Fir
2980.0,208.0,Soil_Type29,Rawah,Lodgepole Pine
2720.0,182.5,Soil_Type13,Comanche Peak,Lodgepole Pine
2893.0,194.33333333333334,Soil_Type33,Comanche Peak,Lodgepole Pine
3177.0,193.0,Soil_Type39,Comanche Peak,Spruce/Fir
3146.0,178.66666666666666,Soil_Type24,Comanche Peak,Spruce/Fir
2894.0,231.5,Soil_Type33,Comanche Peak,Lodgepole Pine
2770.0,216.5,Soil_Type12,Rawah,Lodgepole Pine
3256.0,206.0,Soil_Type38,Rawah,Spruce/Fir
2873.0,189.33333333333334,Soil_Type30,Rawah,Lodgepole Pine
2819.0,149.0,Soil_Type11,Comanche Peak,Lodgepole Pine
3017.0,175.5,Soil_Type23,Rawah,Lodgepole Pine
3129.0,208.66666666666666,Soil_Type33,Comanche Peak,Lodgepole Pine
3266.0,227.0,Soil_Type32,Comanche Peak,Spruce/Fir
3321.0,238.0,Soil_Type39,Rawah,Spruce/Fir
3261.0,211.66666666666666,Soil_Type31,Comanche Peak,Spruce/Fir
3014.0,200.0,Soil_Type12,Rawah,Lodgepole Pine
3123.0,199.0,Soil_Type29,Rawah,Spruce/Fir
2377.0,200.66666666666666,Soil_Type10,Cache la Poudre,Douglas-fir
3078.0,186.0,Soil_Type23,Rawah,Spruce/Fir
2936.0,223.0,Soil_Type12,Rawah,Lodgepole Pine
6704.0,207.33333333333334,Soil_Type33,Comanche Peak,Spruce/Fir
2330.0,223.0,Soil_Type2,Cache la Poudre,Douglas-fir
2125.0,187.0,Soil_Type5,Cache la Poudre,Ponderosa Pine
2988.0,180.33333333333334,Soil_Type10,Comanche Peak,Lodgepole Pine
2954.0,222.5,Soil_Type19,Comanche Peak,Aspen
3145.0,232.0,Soil_Type23,Rawah,Spruce/Fir
3132.0,166.0,Soil_Type22,Rawah,Spruce/Fir
3219.0,183.66666666666666,Soil_Type38,Comanche Peak,Krummholz
2910.0,154.0,Soil_Type10,Comanche Peak,Lodgepole Pine
3498.0,191.5,Soil_Type40,Rawah,Spruce/Fir
3370.0,232.0,Soil_Type32,Comanche Peak,Spruce/Fir
3201.0,189.0,Soil_Type29,Rawah,Spruce/Fir
2603.0,149.0,Soil_Type13,Comanche Peak,Lodgepole Pine
2865.0,227.5,Soil_Type12,Rawah,Lodgepole Pine
3046.0,196.0,Soil_Type22,Neota,Spruce/Fir
3236.0,153.5,Soil_Type39,Comanche Peak,Krummholz
2207.0,175.0,Soil_Type10,Cache la Poudre,Douglas-fir
2374.0,195.0,Soil_Type10,Cache la Poudre,Douglas-fir
3318.0,200.33333333333334,Soil_Type22,Comanche Peak,Spruce/Fir
2942.0,186.0,Soil_Type20,Rawah,Spruce/Fir
6704.0,160.0,Soil_Type10,Comanche Peak,Lodgepole Pine
2994.0,193.33333333333334,Soil_Type31,Comanche Peak,Lodgepole Pine
3034.0,205.0,Soil_Type32,Comanche Peak,Lodgepole Pine
2793.0,200.0,Soil_Type12,Rawah,Lodgepole Pine
2674.0,184.66666666666666,Soil_Type10,Comanche Peak,Lodgepole Pine
2329.0,208.0,Soil_Type6,Cache la Poudre,Ponderosa Pine
3047.0,206.33333333333334,Soil_Type32,Comanche Peak,Lodgepole Pine
2621.0,194.66666666666666,Soil_Type11,Comanche Peak,Lodgepole Pine
2843.0,218.0,Soil_Type10,Comanche Peak,Lodgepole Pine
2781.0,151.0,Soil_Type10,Comanche Peak,Lodgepole Pine
3090.0,227.0,Soil_Type29,Rawah,Lodgepole Pine
3188.0,181.0,Soil_Type32,Comanche Peak,Lodgepole Pine
3035.0,218.0,Soil_Type31,Comanche Peak,Lodgepole Pine
2531.0,193.0,Soil_Type11,Comanche Peak,Lodgepole Pine
2772.0,198.0,Soil_Type10,Comanche Peak,Lodgepole Pine
3250.0,194.66666666666666,Soil_Type32,Comanche Peak,Spruce/Fir
3237.0,182.5,Soil_Type33,Comanche Peak,Spruce/Fir
3062.0,181.0,Soil_Type23,Neota,Lodgepole Pine
2426.0,138.5,Soil_Type10,Cache la Poudre,Douglas-fir
3008.0,187.66666666666666,Soil_Type29,Rawah,Lodgepole Pine
3161.0,193.66666666666666,Soil_Type32,Comanche Peak,Lodgepole Pine
3120.0,199.0,Soil_Type22,Rawah,Spruce/Fir
3231.0,158.0,Soil_Type29,Rawah,Spruce/Fir
3263.0,225.0,Soil_Type29,Rawah,Spruce/Fir
3032.0,185.0,Soil_Type23,Rawah,Spruce/Fir
3228.0,194.0,Soil_Type33,Comanche Peak,Spruce/Fir
2094.0,194.5,Soil_Type17,Cache la Poudre,Ponderosa Pine
2127.0,189.0,Soil_Type1,Cache la Poudre,Douglas-fir
2608.0,203.0,Soil_Type11,Comanche Peak,Ponderosa Pine
2853.0,179.5,Soil_Type32,Comanche Peak,Lodgepole Pine
2959.0,183.33333333333334,Soil_Type29,Rawah,Lodgepole Pine
2927.0,251.0,Soil_Type13,Comanche Peak,Lodgepole Pine
3139.0,205.0,Soil_Type23,Comanche Peak,Spruce/Fir
2759.0,184.0,Soil_Type28,Comanche Peak,Lodgepole Pine
2982.0,200.0,Soil_Type23,Rawah,Spruce/Fir
3168.0,189.33333333333334,Soil_Type39,Comanche Peak,Spruce/Fir
3144.0,215.0,Soil_Type23,Comanche Peak,Lodgepole Pine
3290.0,190.33333333333334,Soil_Type31,Comanche Peak,Spruce/Fir
2506.0,168.0,Soil_Type6,Cache la Poudre,Lodgepole Pine
3076.0,190.0,Soil_Type23,Rawah,Spruce/Fir
2959.0,179.5,Soil_Type32,Comanche Peak,Lodgepole Pine
2914.0,177.5,Soil_Type20,Comanche Peak,Spruce/Fir
2930.0,206.66666666666666,Soil_Type29,Rawah,Lodgepole Pine
2326.0,183.0,Soil_Type10,Cache la Poudre,Ponderosa Pine
3286.0,231.0,Soil_Type23,Rawah,Spruce/Fir
3239.0,233.0,Soil_Type32,Comanche Peak,Spruce/Fir
2666.0,100.5,Soil_Type13,Comanche Peak,Lodgepole Pine
2690.0,200.33333333333334,Soil_Type12,Rawah,Lodgepole Pine
2315.0,203.0,Soil_Type10,Cache la Poudre,Ponderosa Pine
2748.0,203.0,Soil_Type29,Rawah,Lodgepole Pine
2584.0,177.0,Soil_Type29,Rawah,Lodgepole Pine
3178.0,230.0,Soil_Type29,Rawah,Lodgepole Pine
3047.0,193.0,Soil_Type29,Rawah,Lodgepole Pine
2077.0,194.33333333333334,Soil_Type10,Cache la Poudre,Ponderosa Pine
3260.0,187.5,Soil_Type24,Neota,Spruce/Fir
2978.0,195.33333333333334,Soil_Type29,Rawah,Spruce/Fir
2624.0,94.0,Soil_Type11,Comanche Peak,Ponderosa Pine
3413.0,140.0,Soil_Type39,Comanche Peak,Krummholz
2042.0,148.0,Soil_Type5,Cache la Poudre,Douglas-fir
2811.0,232.0,Soil_Type4,Comanche Peak,Lodgepole Pine
3256.0,250.0,Soil_Type23,Comanche Peak,Spruce/Fir
2181.0,184.0,Soil_Type10,Cache la Poudre,Ponderosa Pine
2885.0,226.5,Soil_Type32,Comanche Peak,Spruce/Fir
3214.0,188.0,Soil_Type32,Comanche Peak,Lodgepole Pine
3151.0,213.0,Soil_Type32,Comanche Peak,Lodgepole Pine
3023.0,201.33333333333334,Soil_Type32,Comanche Peak,Lodgepole Pine
3062.0,206.0,Soil_Type32,Comanche Peak,Lodgepole Pine
3379.0,210.0,Soil_Type39,Rawah,Krummholz
3015.0,248.0,Soil_Type22,Rawah,Spruce/Fir
3216.0,151.66666666666666,Soil_Type39,Rawah,Spruce/Fir
3015.0,187.0,Soil_Type23,Rawah,Spruce/Fir
3241.0,170.0,Soil_Type39,Comanche Peak,Krummholz
2778.0,206.0,Soil_Type2,Comanche Peak,Ponderosa Pine
2242.0,126.5,Soil_Type10,Cache la Poudre,Douglas-fir
3022.0,196.33333333333334,Soil_Type31,Comanche Peak,Lodgepole Pine
3155.0,235.5,Soil_Type33,Comanche Peak,Lodgepole Pine
2672.0,184.66666666666666,Soil_Type30,Rawah,Lodgepole Pine
3161.0,198.0,Soil_Type22,Rawah,Spruce/Fir
3080.0,179.5,Soil_Type23,Rawah,Spruce/Fir
2824.0,189.5,Soil_Type28,Comanche Peak,Lodgepole Pine
2826.0,205.0,Soil_Type23,Comanche Peak,Aspen
3125.0,217.5,Soil_Type22,Neota,Lodgepole Pine
2981.0,198.33333333333334,Soil_Type29,Rawah,Spruce/Fir
3114.0,221.0,Soil_Type39,Comanche Peak,Spruce/Fir
2594.0,206.5,Soil_Type6,Cache la Poudre,Lodgepole Pine
3005.0,187.0,Soil_Type31,Comanche Peak,Spruce/Fir
2999.0,181.0,Soil_Type29,Rawah,Lodgepole Pine
2978.0,168.5,Soil_Type16,Rawah,Spruce/Fir
3377.0,212.33333333333334,Soil_Type32,Comanche Peak,Spruce/Fir
3085.0,197.0,Soil_Type32,Comanche Peak,Lodgepole Pine
2991.0,198.5,Soil_Type32,Comanche Peak,Lodgepole Pine
2959.0,179.0,Soil_Type20,Rawah,Lodgepole Pine
3201.0,212.5,Soil_Type30,Rawah,Spruce/Fir
3024.0,208.66666666666666,Soil_Type29,Rawah,Lodgepole Pine
2522.0,189.0,Soil_Type10,Comanche Peak,Lodgepole Pine
2715.0,203.5,Soil_Type10,Comanche Peak,Lodgepole Pine
2871.0,221.0,Soil_Type31,Comanche Peak,Lodgepole Pine
3339.0,211.5,Soil_Type38,Comanche Peak,Spruce/Fir
3214.0,232.5,Soil_Type23,Neota,Spruce/Fir
2976.0,235.5,Soil_Type13,Comanche Peak,Lodgepole Pine
2700.0,206.33333333333334,Soil_Type31,Comanche Peak,Aspen
2706.0,208.0,Soil_Type30,Rawah,Lodgepole Pine
2980.0,232.5,Soil_Type13,Comanche Peak,Lodgepole Pine
3361.0,228.5,Soil_Type39,Comanche Peak,Krummholz
2615.0,154.5,Soil_Type29,Rawah,Lodgepole Pine
3199.0,189.66666666666666,Soil_Type31,Comanche Peak,Spruce/Fir
2937.0,206.33333333333334,Soil_Type32,Comanche Peak,Lodgepole Pine
2334.0,160.33333333333334,Soil_Type10,Cache la Poudre,Ponderosa Pine
2748.0,237.0,Soil_Type2,Comanche Peak,Ponderosa Pine
2973.0,185.33333333333334,Soil_Type31,Comanche Peak,Lodgepole Pine
3078.0,233.0,Soil_Type23,Comanche Peak,Spruce/Fir
2649.0,197.33333333333334,Soil_Type33,Comanche Peak,Lodgepole Pine
2540.0,208.66666666666666,Soil_Type2,Comanche Peak,Ponderosa Pine
3098.0,230.5,Soil_Type32,Comanche Peak,Lodgepole Pine
3431.0,181.0,Soil_Type38,Neota,Krummholz
3094.0,218.0,Soil_Type23,Comanche Peak,Lodgepole Pine
3214.0,194.5,Soil_Type38,Rawah,Spruce/Fir
3074.0,229.5,Soil_Type29,Rawah,Lodgepole Pine
2802.0,212.5,Soil_Type23,Rawah,Lodgepole Pine
2432.0,189.0,Soil_Type6,Cache la Poudre,Douglas-fir
2874.0,235.0,Soil_Type12,Rawah,Lodgepole Pine
2347.0,142.0,Soil_Type4,Comanche Peak,Ponderosa Pine
2956.0,195.33333333333334,Soil_Type23,Rawah,Spruce/Fir
2869.0,190.66666666666666,Soil_Type11,Comanche Peak,Lodgepole Pine
3338.0,161.33333333333334,Soil_Type39,Rawah,Spruce/Fir
3223.0,202.5,Soil_Type22,Rawah,Spruce/Fir
2900.0,193.0,Soil_Type29,Rawah,Lodgepole Pine
3272.0,222.0,Soil_Type23,Neota,Spruce/Fir
2960.0,209.66666666666666,Soil_Type13,Comanche Peak,Lodgepole Pine
3143.0,199.33333333333334,Soil_Type23,Comanche Peak,Spruce/Fir
2720.0,211.0,Soil_Type29,Rawah,Lodgepole Pine
3409.0,232.0,Soil_Type32,Comanche Peak,Spruce/Fir
3312.0,185.33333333333334,Soil_Type35,Rawah,Spruce/Fir
3011.0,212.0,Soil_Type32,Comanche Peak,Lodgepole Pine
3177.0,238.0,Soil_Type23,Comanche Peak,Spruce/Fir
2652.0,236.0,Soil_Type11,Comanche Peak,Lodgepole Pine
3360.0,189.0,Soil_Type32,Comanche Peak,Spruce/Fir
6704.0,191.0,Soil_Type22,Neota,Spruce/Fir
2458.0,161.0,Soil_Type2,Comanche Peak,Ponderosa Pine
2656.0,227.0,Soil_Type10,Comanche Peak,Douglas-fir
2858.0,222.5,Soil_Type4,Comanche Peak,Lodgepole Pine
2805.0,184.0,Soil_Type30,Rawah,Lodgepole Pine
3060.0,236.0,Soil_Type32,Comanche Peak,Lodgepole Pine
3245.0,217.0,Soil_Type29,Rawah,Spruce/Fir
3113.0,206.66666666666666,Soil_Type32,Comanche Peak,Spruce/Fir
3273.0,198.0,Soil_Type22,Comanche Peak,Spruce/Fir
3086.0,215.0,Soil_Type32,Comanche Peak,Spruce/Fir
3330.0,185.5,Soil_Type38,Comanche Peak,Spruce/Fir
3305.0,191.33333333333334,Soil_Type32,Comanche Peak,Spruce/Fir
2650.0,211.5,Soil_Type10,Comanche Peak,Lodgepole Pine
3030.0,205.33333333333334,Soil_Type31,Comanche Peak,Lodgepole Pine
2711.0,220.0,Soil_Type10,Comanche Peak,Lodgepole Pine
2890.0,209.33333333333334,Soil_Type30,Rawah,Spruce/Fir
3175.0,184.0,Soil_Type29,Rawah,Spruce/Fir
3076.0,168.66666666666666,Soil_Type22,Rawah,Spruce/Fir
2374.0,214.0,Soil_Type1,Cache la Poudre,Ponderosa Pine
2918.0,190.0,Soil_Type29,Rawah,Lodgepole Pine
3306.0,165.5,Soil_Type22,Rawah,Spruce/Fir
2385.0,186.33333333333334,Soil_Type10,Cache la Poudre,Douglas-fir
2403.0,161.0,Soil_Type6,Cache la Poudre,Douglas-fir
3198.0,218.5,Soil_Type29,Rawah,Spruce/Fir
2966.0,214.0,Soil_Type29,Rawah,Spruce/Fir
2881.0,181.66666666666666,Soil_Type23,Rawah,Spruce/Fir
3284.0,239.0,Soil_Type39,Rawah,Krummholz
3204.0,152.0,Soil_Type33,Comanche Peak,Lodgepole Pine
3008.0,212.0,Soil_Type29,Rawah,Spruce/Fir
2674.0,144.66666666666666,Soil_Type10,Comanche Peak,Lodgepole Pine
2968.0,197.0,Soil_Type29,Rawah,Lodgepole Pine
3102.0,155.0,Soil_Type29,Rawah,Lodgepole Pine
2917.0,236.5,Soil_Type26,Comanche Peak,Aspen
2613.0,187.66666666666666,Soil_Type10,Comanche Peak,Lodgepole Pine
2969.0,203.66666666666666,Soil_Type29,Rawah,Spruce/Fir
2920.0,185.66666666666666,Soil_Type23,Rawah,Lodgepole Pine
2741.0,192.33333333333334,Soil_Type11,Comanche Peak,Lodgepole Pine
2936.0,193.5,Soil_Type29,Rawah,Lodgepole Pine
2623.0,205.0,Soil_Type2,Comanche Peak,Aspen
3194.0,191.66666666666666,Soil_Type22,Neota,Lodgepole Pine
2312.0,168.66666666666666,Soil_Type6,Cache la Poudre,Ponderosa Pine
2921.0,188.0,Soil_Type29,Rawah,Spruce/Fir
3275.0,28.0,Soil_Type33,Comanche Peak,Spruce/Fir
2980.0,175.5,Soil_Type33,Comanche Peak,Lodgepole Pine
2933.0,192.0,Soil_Type23,Comanche Peak,Lodgepole Pine
2798.0,204.5,Soil_Type26,Comanche Peak,Lodgepole Pine
3290.0,188.66666666666666,Soil_Type32,Comanche Peak,Spruce/Fir
2847.0,185.5,Soil_Type17,Comanche Peak,Lodgepole Pine
3402.0,214.0,Soil_Type39,Neota,Krummholz
2814.0,189.0,Soil_Type11,Comanche Peak,Lodgepole Pine
3238.0,187.66666666666666,Soil_Type24,Comanche Peak,Krummholz
3336.0,158.0,Soil_Type32,Comanche Peak,Spruce/Fir
3302.0,190.66666666666666,Soil_Type23,Rawah,Lodgepole Pine
3119.0,209.66666666666666,Soil_Type29,Rawah,Spruce/Fir
2629.0,194.0,Soil_Type29,Rawah,Lodgepole Pine
3220.0,155.33333333333334,Soil_Type22,Rawah,Spruce/Fir
2254.0,166.0,Soil_Type10,Cache la Poudre,Lodgepole Pine
3300.0,212.5,Soil_Type38,Rawah,Spruce/Fir
2949.0,188.0,Soil_Type29,Rawah,Lodgepole Pine
2107.0,176.0,Soil_Type10,Cache la Poudre,Ponderosa Pine
3545.0,175.5,Soil_Type40,Neota,Krummholz
3066.0,232.5,Soil_Type33,Comanche Peak,Lodgepole Pine
2080.0,178.5,Soil_Type4,Cache la Poudre,Cottonwood/Willow
2752.0,100.5,Soil_Type33,Comanche Peak,Lodgepole Pine
3125.0,170.5,Soil_Type33,Comanche Peak,Lodgepole Pine
2419.0,193.33333333333334,Soil_Type2,Cache la Poudre,Douglas-fir
3123.0,229.0,Soil_Type23,Comanche Peak,Spruce/Fir
3202.0,139.0,Soil_Type31,Comanche Peak,Krummholz
2624.0,199.33333333333334,Soil_Type16,Rawah,Lodgepole Pine
3006.0,177.0,Soil_Type29,Rawah,Lodgepole Pine
2234.0,168.66666666666666,Soil_Type10,Cache la Poudre,Douglas-fir
2939.0,235.0,Soil_Type29,Rawah,Lodgepole Pine
2761.0,199.0,Soil_Type31,Comanche Peak,Lodgepole Pine
3078.0,147.5,Soil_Type33,Comanche Peak,Spruce/Fir
2962.0,207.66666666666666,Soil_Type12,Rawah,Lodgepole Pine
2999.0,201.0,Soil_Type23,Comanche Peak,Spruce/Fir
2911.0,223.0,Soil_Type32,Comanche Peak,Lodgepole Pine
3313.0,215.5,Soil_Type22,Comanche Peak,Spruce/Fir
3383.0,213.0,Soil_Type39,Rawah,Spruce/Fir
3192.0,215.5,Soil_Type29,Rawah,Spruce/Fir
3260.0,241.0,Soil_Type32,Comanche Peak,Spruce/Fir
3270.0,178.66666666666666,Soil_Type39,Rawah,Spruce/Fir
3214.0,208.0,Soil_Type32,Comanche Peak,Lodgepole Pine
2919.0,203.0,Soil_Type33,Comanche Peak,Lodgepole Pine
2885.0,225.0,Soil_Type30,Rawah,Lodgepole Pine
3194.0,201.0,Soil_Type22,Rawah,Spruce/Fir
2781.0,177.0,Soil_Type4,Comanche Peak,Ponderosa Pine
3116.0,185.66666666666666,Soil_Type29,Rawah,Spruce/Fir
2630.0,197.0,Soil_Type29,Rawah,Lodgepole Pine
2667.0,179.0,Soil_Type10,Comanche Peak,Lodgepole Pine
3041.0,166.0,Soil_Type24,Comanche Peak,Spruce/Fir
2747.0,228.0,Soil_Type29,Rawah,Lodgepole Pine
3001.0,231.0,Soil_Type29,Rawah,Lodgepole Pine
2470.0,216.0,Soil_Type2,Comanche Peak,Ponderosa Pine
2865.0,231.0,Soil_Type33,Comanche Peak,Spruce/Fir
2984.0,164.0,Soil_Type29,Rawah,Lodgepole Pine
2973.0,221.0,Soil_Type30,Rawah,Lodgepole Pine
2995.0,182.33333333333334,Soil_Type32,Comanche Peak,Lodgepole Pine
2367.0,229.0,Soil_Type10,Cache la Poudre,Douglas-fir
2979.0,220.0,Soil_Type23,Rawah,Spruce/Fir
3399.0,191.5,Soil_Type32,Comanche Peak,Spruce/Fir
3093.0,219.0,Soil_Type31,Comanche Peak,Spruce/Fir
3250.0,199.5,Soil_Type33,Neota,Lodgepole Pine
2850.0,168.33333333333334,Soil_Type29,Rawah,Spruce/Fir
3041.0,204.66666666666666,Soil_Type23,Comanche Peak,Spruce/Fir
2562.0,184.0,Soil_Type10,Comanche Peak,Lodgepole Pine
3022.0,199.0,Soil_Type29,Rawah,Lodgepole Pine
3251.0,225.0,Soil_Type13,Comanche Peak,Spruce/Fir
2922.0,235.0,Soil_Type23,Rawah,Lodgepole Pine
3201.0,170.5,Soil_Type33,Comanche Peak,Lodgepole Pine
3174.0,183.33333333333334,Soil_Type24,Comanche Peak,Spruce/Fir
2552.0,205.66666666666666,Soil_Type2,Comanche Peak,Ponderosa Pine
3285.0,143.0,Soil_Type22,Neota,Spruce/Fir
2927.0,196.5,Soil_Type29,Rawah,Lodgepole Pine
3344.0,224.5,Soil_Type39,Comanche Peak,Krummholz
2977.0,173.0,Soil_Type33,Comanche Peak,Spruce/Fir
3420.0,220.0,Soil_Type32,Neota,Spruce/Fir
